43,5603,0,95001,39851
80,8347,149,131481,58218
39,5565,0,93797,38815
44,5233,0,130544,41394
36,4975,0,61939,31718
49,5195,0,132662,41650
43,5666,1,91981,39401
47,6157,0,129497,46454
41,4337,127,101350,34322
48,5861,0,96823,38534
71,7579,136,130808,54052
32,4456,1,92782,32945
57,5900,0,129360,41623
45,5841,0,92335,40288
46,5218,0,130044,41469
44,5766,0,100459,34246
45,5893,0,98816,38517
38,3614,0,69201,26113
48,6568,0,126743,48326
43,5675,42,113100,41951
44,5809,1,93030,38947
81,8203,171,129899,56424
36,5335,0,91974,37733
48,5187,1,129843,41484
46,5672,0,93071,39697
49,6375,0,129571,47751
43,4365,0,103374,34833
44,5697,0,95331,40416
74,7899,145,130899,55833
30,4543,1,92286,33295
21,2389,7,81176,17134
42,5363,0,93425,34168
81,8094,207,129187,53289
40,5430,0,91338,38155
46,5184,1,129772,41563
42,5659,0,92681,39476
46,5942,0,129582,45205
41,4343,17,102490,34428
46,5471,0,97478,39029
74,7782,31,130214,55157
33,4588,0,92964,33579
56,5667,42,130122,41485
42,5665,15,92741,39631
42,4757,0,82886,33302
42,5663,0,92567,39591
44,5180,0,129477,41154
44,5664,32,91915,39393
49,5862,0,129851,44621
40,4355,0,103648,34664
43,5226,0,93279,38017
73,7723,119,130809,54831
36,4819,0,94007,35125
54,5440,0,130533,41364
39,5674,0,92471,39489
54,5200,0,129601,41395
44,5702,0,100172,34077
43,4743,0,75433,27452
42,5799,0,91840,40092
47,6840,0,126985,48971
49,5546,1,113177,41336
45,5759,1,94682,39206
81,8161,0,136170,55345
45,5721,0,98410,40309
45,5233,0,136536,41872
46,5722,0,97789,40183
46,6759,1,118400,47451
50,6245,54,133038,46418
37,4865,1,98576,29452
74,7280,189,136196,47610
6,1733,0,34790,12340
59,7033,2,139464,48602
37,4753,0,97937,29955
67,6576,62,136228,43654
42,5707,7,98052,40055
47,5243,0,136180,42131
43,4389,8,105843,34626
44,5861,0,99619,41304
80,8250,176,137467,58161
42,5696,0,98112,40105
45,5215,6,135988,41810
46,5689,0,98513,40049
46,6489,0,126968,47443
42,4283,58,97532,33297
47,6405,0,109272,39604
49,6274,82,133273,46824
38,4801,0,99252,30052
72,7394,0,136094,48317
44,5858,0,98527,40749
45,5254,0,136474,42107
45,6111,0,107033,36709
43,5749,0,100754,41077
81,8265,174,145634,58328
46,5728,1,98676,40347
47,5360,1,137148,42258
47,5878,0,100474,33562
43,4864,0,89010,29057
43,5729,0,97624,40005
48,6460,0,122571,46904
46,5568,37,120467,41985
44,5674,0,99722,35173
83,8140,99,136286,51758
43,5718,0,99529,40276
46,5240,0,136081,41993
45,5730,0,98635,40228
46,6419,0,114080,45841
49,5898,123,133552,44374
42,5041,0,99949,31096
72,7223,0,136116,47372
21,3819,0,70936,26613
63,6263,0,138553,42332
41,5718,64,97606,40266
51,6883,0,134924,49810
45,5613,10,119450,41938
44,5796,0,100536,37005
81,8070,153,136264,51640
43,5704,0,99323,40388
45,5205,1,136401,41926
45,5684,0,99642,36522
47,6427,0,114981,45753
49,6208,25,133114,46321
39,4857,0,98472,29473
34,3785,135,90834,23662
43,5496,1,98806,34042
81,8141,0,136065,52329
45,5723,1,98458,40131
44,5233,0,135663,41934
42,5733,0,99244,40405
50,6446,0,113684,45682
49,6266,205,133447,46389
40,5027,1,98888,29878
73,7334,0,136550,47083
44,5862,1,98572,40678
47,5280,0,136762,42262
44,5095,0,105530,34702
40,3801,0,92857,29732
47,5192,1,106890,37557
44,5768,0,102480,41039
80,8324,203,136939,56119
45,5870,1,100269,40607
47,5296,0,137467,42209
45,5786,0,99770,35729
45,6449,0,113465,44280
55,6667,127,137101,46334
40,5133,1,99599,30011
66,6503,0,137665,42003
42,5712,0,97905,40107
49,6633,0,135216,49185
38,3883,7,50943,25713
49,5385,3,138068,42584
52,6763,0,136770,47117
78,7713,0,136490,49506
47,5425,0,136443,42288
57,7049,0,109125,41400
68,7775,36,136601,52443
39,4989,1,98945,34915
58,5603,4,136228,41878
43,5691,0,98244,40209
46,6574,0,134790,49077
45,5521,208,114924,41295
45,5748,0,99697,38797
40,3648,6,82977,23999
45,5223,1,99634,38210
77,8119,1,136775,57048
35,5212,0,98425,37175
52,5252,0,136956,42188
43,5738,0,98979,40439
46,6491,0,124269,47519
44,5477,0,112033,40868
46,5768,0,101707,41161
80,8285,0,135617,55991
45,5854,0,98111,40640
46,5264,0,136323,42011
45,5757,98,98988,40456
42,5020,0,114163,38291
49,5717,1,98326,33719
46,6321,0,106285,39146
70,7489,59,137455,53617
35,4641,0,99616,33812
57,5786,18,135841,42052
41,5738,0,99392,40467
49,6548,0,130905,48349
46,5618,151,123106,42329
44,5631,1,100379,34138
81,7808,0,136188,51084
46,5185,1,135750,41698
45,5708,2,99081,34819
43,4770,0,82688,27850
43,5714,1,97866,40106
50,0,0,0,0
45,5617,59,120109,41982
44,5114,0,88279,31824
77,8194,0,144037,57644
45,5744,1,105443,41035
45,5258,0,142936,42648
44,5706,109,104239,40533
46,6423,0,115923,45320
55,6669,34,139224,49281
47,5444,1,104655,33592
63,6252,126,142596,42331
42,5560,0,84409,37537
45,5252,0,143077,42145
44,5750,0,102402,34467
48,6397,0,112263,39694
65,7451,0,142871,50838
41,5181,0,103568,34160
56,5892,52,142439,42751
46,5880,54,105178,41383
48,6820,0,127805,48667
46,5686,18,128742,42738
47,5502,0,105738,32912
77,7377,1,142980,47664
40,5752,0,104265,40988
49,5007,0,113095,37493
46,5736,0,102875,40417
48,6794,0,128901,48143
45,5734,153,131809,43127
45,5620,0,105892,33459
73,7096,0,142647,46608
45,5745,0,104398,40598
46,5454,0,142616,43516
46,5477,22,116735,40920
46,5783,1,106129,41156
80,8168,63,142652,53663
47,5746,0,104439,40632
47,5400,0,142601,43018
44,5688,0,79628,30007
50,6628,0,133265,48361
47,5456,0,114261,40787
44,5788,0,106952,41381
77,8164,192,143038,53418
40,5723,1,104510,40707
47,4941,0,142577,41174
47,5760,1,105598,41143
83,8211,42,144014,58356
48,5738,1,104377,40916
46,5408,0,142376,43246
46,5892,0,104429,33448
45,6407,0,109572,39456
43,5192,14,119995,38506
42,5432,1,105542,33494
79,7686,150,142437,49639
44,5766,2,104782,40844
49,6923,0,140399,50503
46,5612,76,122253,41983
43,5794,1,105295,35875
82,7942,1,142512,50894
45,5726,1,105649,40719
47,5275,0,142881,42676
48,5494,11,116706,41037
44,5793,2,106178,40417
80,8181,41,142588,53875
6,2441,2,58395,17738
84,8387,2,146460,52254
48,5463,0,142923,43017
81,8452,0,143564,59064
47,5451,4,142295,42907
54,7375,0,142451,51007
72,7116,0,142183,46206
51,6230,0,107616,43231
50,6594,0,136981,48937
45,5627,185,131423,42550
46,5451,0,105332,32704
77,7477,1,142640,49095
43,5759,0,107586,41135
44,4996,0,94115,35240
43,5902,0,104382,41243
50,6739,0,140402,49858
45,5559,0,125966,41870
44,5769,0,107758,35010
79,7570,221,151417,49445
46,5721,1,104505,40730
48,6555,1,134296,48139
45,5613,0,125816,42241
46,5756,1,105732,34786
81,7661,54,142597,49591
42,5731,0,104071,40707
48,6332,0,142359,47638
42,4122,8,80087,30247
47,6555,0,130123,47825
46,5618,18,126504,42277
47,5792,0,106388,34298
75,7570,189,142415,49119
45,5854,56,105686,41115
50,6917,0,138525,50318
45,5680,13,128423,42676
43,5639,0,106762,34765
80,7658,139,142525,50053
42,5739,1,104724,40722
50,5789,0,144184,45404
45,5622,6,115485,41422
45,5289,0,91545,37197
45,5634,50,125248,42125
46,5769,0,103627,35912
79,8146,88,143636,52384
45,5733,1,102735,40311
45,5249,0,142065,42319
46,6760,0,112883,40020
45,5808,0,106681,41549
81,8178,173,142697,54224
45,5770,1,104621,41083
49,5408,0,142923,42909
49,6203,0,113446,40946
45,5829,0,105842,41371
43,4762,129,93226,30491
84,8402,1,142960,57604
46,5444,0,142178,42869
59,7517,0,142034,47633
68,7014,0,142538,45887
50,6238,1,107102,43372
51,6552,0,135777,48697
46,5626,99,125284,42344
46,5761,0,106570,34873
77,7504,0,142698,49576
44,5707,0,103014,40412
50,6739,0,142395,49759
43,5533,0,117555,41375
43,5119,0,89452,34724
60,7057,1,144587,48843
45,5451,0,104457,33809
59,5862,0,142845,42624
42,5756,0,104396,40927
54,6713,1,143452,47864
82,8057,1,141826,51095
45,5242,0,128323,38808
56,7577,0,174419,53533
66,6788,1,150482,42039
52,6846,0,181510,50172
82,8509,0,180943,58229
59,6340,87,137000,44893
47,6555,1,140577,46581
45,5530,36,138870,41550
57,6840,0,131468,42565
66,6509,85,174490,44290
45,5830,0,131506,42634
50,6519,0,134807,42939
80,8221,161,169029,54447
47,5850,1,128011,42567
47,6479,0,138973,46981
44,5638,144,144316,39460
68,7391,0,134630,44898
57,5567,0,174228,44109
50,6389,17,131320,44822
41,4822,18,105448,35100
50,6250,7,152529,46212
62,7133,0,131649,42351
48,5397,47,175374,44268
49,6961,0,133486,40769
49,6378,0,134405,45103
70,6984,149,175022,45836
45,5856,72,134328,42937
49,7006,0,135733,43100
81,8257,5,174806,54265
47,5859,0,134637,42718
47,6443,0,139435,46683
81,8883,0,175938,60447
46,5674,0,103239,39013
44,5385,0,173581,44670
46,5637,0,144456,42466
69,7365,0,133853,44718
55,5774,24,175329,44321
51,7159,0,134912,49219
48,6363,0,134555,45005
77,7189,138,175169,47293
44,5902,1,132674,43017
46,6966,0,136612,43117
81,8318,166,176185,57866
46,5631,0,102023,38556
49,6583,0,168806,49611
41,4279,65,111256,33221
50,7112,1,134433,43554
68,7265,0,137277,46446
53,5957,16,133457,43475
49,6710,0,171987,50875
55,6612,7,157980,48911
64,6984,0,131172,42121
48,5358,0,174565,44018
47,7204,0,143001,42770
64,7608,0,133530,45342
58,5908,0,175507,43938
51,6545,1,134030,46452
83,8556,1,176723,61051
46,5198,0,127265,38207
56,7327,0,174705,52238
71,7301,0,174520,47859
60,8045,0,174469,56222
32,4219,1,105153,24265
88,8087,17,181210,53219
45,5902,0,144178,43985
50,6389,0,124090,39034
82,8775,178,176210,59898
47,5844,2,133824,42707
49,6961,0,165822,51375
49,6095,58,154251,45578
68,7573,0,134925,44975
41,4666,0,111156,34134
44,5838,0,132722,42752
52,6721,0,169941,50806
61,7280,196,161044,52782
61,6799,1,132390,43191
46,5378,0,168381,43868
50,7018,0,136718,41765
55,6620,0,129560,41306
66,6401,54,135738,39351
46,5840,4,134079,42862
52,6661,0,166310,49846
54,6532,130,156341,48383
65,7061,1,135524,43116
34,4126,0,101092,30293
49,5864,1,136626,43222
51,6712,0,169335,50923
61,7313,204,162532,53448
57,6475,1,133834,42724
47,5331,0,174930,43713
47,5776,39,143837,42960
68,7748,1,134874,45787
53,5614,0,174792,44339
49,7005,1,137205,49030
54,6769,1,134384,45752
65,6606,14,174765,44185
45,5854,134,134448,43052
47,5236,0,112589,37919
71,8067,3,166904,58213
52,5862,0,127531,42756
44,5311,0,168355,43757
46,5620,15,138386,42246
43,5349,0,97106,31241
80,8342,206,176227,60268
43,5627,1,99676,38373
45,5327,0,168378,43587
57,7103,2,136686,42203
55,6850,1,127714,43421
66,6606,153,135659,39894
46,6016,1,132733,43495
45,4899,0,107138,34920
47,5919,2,136280,43273
47,6551,0,146509,47849
81,8795,228,176240,59810
45,5876,1,132005,42966
50,6967,0,169601,51392
48,6150,42,154925,45808
68,7599,1,134520,46097
45,5376,13,174723,44235
47,6551,0,143879,42542
69,7544,1,134948,45595
52,5510,18,175880,44529
52,7080,1,146182,42381
45,5479,0,107057,32372
81,8408,1,175584,55262
49,6023,0,136389,43960
47,6982,0,137110,48962
80,8332,246,176205,60501
46,5841,1,133019,42759
47,6495,1,143100,47481
75,8347,175,170700,59967
48,5891,0,133692,43135
48,6660,0,169408,50593
40,4297,38,117442,33567
47,7248,1,130851,43210
80,8297,10,168383,57158
47,5761,0,115480,40844
45,5035,0,138422,38465
44,5874,0,136125,43339
46,5963,0,134593,42987
80,8028,30,175370,51611
46,5993,0,132920,43320
49,6517,0,131871,45412
80,8324,178,175512,60244
47,5841,0,134559,42745
49,6515,0,148994,47814
81,8847,167,175654,60342
46,5880,0,133920,43023
51,6655,0,156169,49310
44,5568,40,138646,41882
57,6815,0,131414,41526
69,6545,18,176366,44521
45,5864,0,134256,43098
45,5934,0,134275,42841
82,7895,163,174934,51545
46,5850,0,132798,42649
47,7255,0,136894,49750
81,8357,104,175558,58785
45,5910,0,132999,43069
46,6483,0,144398,47163
82,8769,20,175669,59775
46,5859,0,133117,43099
45,5147,0,148163,40315
41,5556,0,92236,29849
50,6576,0,147576,48350
65,7596,188,165038,55254
54,6221,2,128918,42372
44,5076,2,137324,38736
46,5865,102,133456,42698
47,6463,0,135232,46191
82,8372,59,176888,60701
46,5858,0,133950,42698
48,6770,0,146949,48298
80,8937,14,175841,60402
44,6034,0,134676,43883
47,5203,0,148146,40652
48,7010,0,137672,41367
53,6745,0,133617,44696
67,6641,0,174882,44001
46,5899,0,136657,43569
48,6131,0,138162,43632
83,8021,0,174873,52520
47,5925,0,136748,43159
49,6475,0,136359,46047
80,8329,26,175620,60186
44,5862,0,132651,42803
49,6563,0,147826,48227
78,8733,164,175765,59412
18,3628,0,98482,26653
64,6662,0,171574,44782
48,5966,0,126767,42908
48,7014,0,131337,42867
81,8291,67,168875,58627
30,4223,0,84149,28754
58,5728,0,175219,44161
42,5562,1,94403,37498
50,6594,0,151111,48530
50,6187,85,151711,46290
60,6804,1,129511,41362
48,5218,0,135940,39348
45,6016,35,133915,43523
44,4954,0,119794,36503
43,5864,123,130874,42660
46,6953,0,135849,42847
82,8276,12,174606,55050
45,5862,0,133146,42827
47,6753,0,135685,47299
81,8396,81,175891,60628
42,5915,0,135039,43187
48,6498,0,146028,47368
83,8771,25,175961,59854
44,5852,0,133946,42976
52,6673,0,161801,49922
57,6781,108,158437,49970
26,3770,0,104633,22510
77,7628,0,170105,48618
46,5831,0,126893,42310
47,6455,0,132550,46163
51,5735,203,136485,42109
64,7175,0,133941,43814
48,5345,2,174701,44271
90,9817,0,176028,60590
46,5532,0,174518,44401
86,9529,1,175753,60570
48,6144,0,108559,41219
46,5514,0,181197,45103
42,4268,1,76231,28215
44,4972,0,116188,36233
46,5871,0,124662,42312
47,6503,0,144195,47847
44,5457,50,132219,40848
46,6149,0,133226,42990
77,7233,197,174721,47314
41,5863,1,133256,43081
53,7030,0,137462,43266
80,8266,49,175454,54126
45,5850,1,135109,42959
46,6471,0,134411,46042
81,8370,14,176401,60672
43,5855,0,133874,42596
46,5125,0,143297,39965
45,5732,0,142594,42703
66,7706,0,134150,44734
55,5808,0,175459,44766
48,6921,0,134570,48174
50,6270,0,135624,44719
73,7156,206,174961,47476
46,5890,30,135510,43371
48,6541,0,137669,43189
79,8191,26,175797,51876
44,6026,0,134990,43685
46,6984,0,135726,48607
81,8355,135,176922,60533
46,5659,0,101437,38830
48,6748,1,172675,51567
58,6895,8,158772,50732
59,6821,0,131050,42138
46,5330,0,167883,43651
47,7063,0,128361,41181
47,6176,0,129688,43700
72,7104,0,135081,42854
44,5882,0,132981,42768
52,6681,0,167319,50674
54,6658,258,158580,49277
68,7110,0,135916,42812
46,5358,0,175309,44092
43,4912,6,73954,28119
47,6614,2,161145,49666
61,7339,57,161649,53148
60,6861,0,134277,43528
53,6680,12,176885,50112
86,8523,2,176058,58051
50,6936,0,177750,50114
79,7687,0,183494,48979
70,8671,0,181323,59735
29,4098,0,107579,27589
73,6810,0,184106,44230
47,5659,72,108353,38952
51,6514,0,139914,46654
38,3476,2,58459,23116
51,6957,0,162502,50888
54,6555,26,154762,48418
67,7188,1,135300,43314
46,5336,1,176007,44115
85,8571,1,176297,60870
48,6799,0,176140,50085
40,3675,0,102046,27229
62,7359,0,161160,44145
69,7154,0,200536,46530
49,6064,0,100317,39430
47,6536,0,158587,48283
45,5670,191,172449,42797
42,4520,0,89528,25391
41,4321,19,120195,34018
47,6559,0,131743,42925
81,8220,0,168599,53362
46,5843,123,128079,42655
47,6381,1,139822,45916
76,8350,0,173012,60067
46,5887,1,137082,43552
48,6674,0,164378,50438
49,6445,50,154054,47435
70,7630,1,136320,45729
47,5397,0,174913,44192
46,6891,0,144392,42349
42,4569,0,91816,26091
81,8801,1,171645,59948
45,5315,0,168358,43945
52,5903,0,137371,42121
61,7018,0,129124,43006
62,6066,55,135038,38668
48,5879,0,134435,43098
47,6574,0,157427,48773
59,6944,159,158798,51019
61,6736,6,134981,43342
46,6756,1,172715,51825
53,6389,58,155655,47471
69,7388,1,137054,44718
8,1854,0,79266,15257
54,6311,1,123480,38865
66,6844,178,168710,45487
46,5965,0,127970,42811
48,6532,0,133607,46015
84,8347,187,176030,60388
43,5877,0,134460,43078
48,6554,0,144190,47794
76,8931,151,175496,60281
41,6026,0,133189,43799
50,6767,0,165349,50382
66,7203,150,161268,52653
62,6464,0,134481,42905
46,5010,0,127554,37664
45,5834,1,128013,42342
48,6545,0,147749,47987
70,8166,30,171621,58804
48,5896,0,133694,43140
51,6985,0,165412,51544
55,6733,173,157769,49592
65,7146,1,135221,42874
47,5334,0,174750,44218
51,5935,0,143043,42266
67,7524,0,134476,45362
55,5665,44,174748,44240
48,6939,0,136512,48712
43,5626,1,105720,39305
79,8465,1,171446,60493
39,5330,0,94366,35654
48,5320,0,163138,43442
43,5545,0,86035,36684
47,6584,0,154899,49077
40,4278,102,112085,33203
50,6995,2,137537,43178
80,8430,0,175199,56582
48,6009,0,133285,43626
47,6571,0,139724,47041
82,8345,136,176320,60169
48,5849,1,134442,42869
45,4860,0,115771,35319
44,5801,0,127622,42381
50,6532,0,139591,47338
79,8757,217,169655,59505
45,5862,2,127946,42698
43,5063,1,135432,38599
46,5862,0,134076,43070
47,6997,0,137375,43071
81,8259,151,174979,55436
43,5848,2,133827,42876
47,6981,0,136635,49120
81,8468,0,175043,60816
45,6009,0,134416,43343
43,4968,0,119588,36165
44,5907,0,128178,42993
47,6880,0,129411,42280
81,8257,249,168394,57688
39,5521,2,92671,37337
47,5372,0,175343,44361
50,6208,0,142964,42200
68,7775,0,135414,46609
55,5513,0,168426,43263
46,5818,0,127914,42427
46,6958,0,129663,42506
60,6508,211,135627,43882
59,6665,2,134873,43307
7,1597,0,64562,13292
87,8490,2,174919,56807
48,6908,1,176002,50121
78,7686,0,174444,50603
48,6088,0,150323,44121
58,6943,1,161923,50685
34,4557,1,112420,26752
70,7042,0,174706,46810
48,6023,180,134970,43495
49,7124,1,136908,43317
83,8105,0,174919,52720
43,5863,0,133206,42936
51,6757,0,134934,47545
50,5869,166,137661,42342
67,7405,2,134378,44806
48,5396,0,174587,44147
52,7057,0,136819,41658
58,6975,0,133673,44308
64,6395,0,175257,44467
47,6868,0,136570,48411
51,6247,0,136147,44740
73,7124,0,174312,46370
46,5887,0,134860,43204
48,7291,0,135715,43593
85,8329,155,176701,54679
45,5888,1,133732,42903
50,6430,0,134116,46019
40,4335,1,121093,34284
46,5919,0,131701,42598
81,8255,66,168334,54127
47,5839,0,128526,42466
44,5044,0,138082,38754
50,6898,0,143895,42912
65,7613,0,134000,45521
56,5741,22,174872,43893
46,6399,149,135302,46160
48,6316,1,136223,45130
73,7176,0,175104,47754
47,5885,0,134004,43219
48,6651,0,119545,39410
76,8517,0,167119,60972
44,5880,0,126323,42530
51,5781,0,168226,46220
48,5918,0,149367,44573
38,4575,0,99925,26670
81,8300,181,174763,56873
49,5878,1,134880,43110
47,6523,0,139471,46872
81,8353,116,176182,60270
47,5863,1,133645,43016
49,6582,0,155911,48818
75,8398,135,171285,60389
7,2436,4,72614,18896
81,8330,1,175294,58814
43,5581,0,93991,37497
48,5469,1,168796,44066
92,9250,1,169544,60182
46,5516,0,168116,43775
49,5969,0,137290,38857
78,8078,0,169771,51244
56,7281,0,161812,51243
56,6831,126,163461,50181
30,4224,1,109306,24775
74,7180,0,174654,47703
45,5838,1,134402,42762
47,6355,0,126377,39471
56,6675,14,155792,49330
65,7089,1,135324,43288
46,5362,1,175233,44347
88,8576,1,176813,60904
49,6862,0,176920,50251
67,7129,0,142093,44851
53,5696,0,158823,40932
55,7277,0,164069,51518
83,8858,97,183034,60367
43,5857,0,137497,43127
47,6605,0,153535,48859
70,7993,165,170490,57745
11,1933,0,68399,16021
43,5324,14,125370,39932
50,6526,0,137054,46383
69,7065,228,175966,45849
45,5977,2,134790,43452
47,7303,1,136628,43781
84,8304,34,175025,53899
47,5910,1,134654,43245
45,6469,0,136585,46443
81,8347,8,176658,60458
46,5883,53,133944,43050
49,6820,0,144785,48591
81,8843,32,175846,59993
29,4576,1,107943,33004
57,5672,0,172473,44463
43,5559,0,87962,30619
48,6598,0,147233,48813
47,5693,163,146038,43076
37,4436,0,96074,25164
60,6508,1,135945,45408
62,6733,0,133313,42882
46,5508,17,174871,44822
45,5678,15,146073,42696
69,7707,1,135005,45695
